claw length cm,endangered,size cm,specie,sub specie,tail length cm,weight kg
8.382,least concern,48.237,three toed,Pale throated sloth,3.888,4.57
6.632,least concern,51.194,three toed,Pale throated sloth,6.187,5.995
8.443,least concern,50.791,three toed,Pale throated sloth,5.582,6.391
6.706,least concern,49.771,three toed,Pale throated sloth,3.071,2.913
7.717,least concern,50.255,three toed,Pale throated sloth,5.208,5.09
9.002,least concern,48.927,three toed,Pale throated sloth,5.352,4.912
8.182,least concern,49.438,three toed,Pale throated sloth,5.623,4.733
10.161,least concern,48.421,three toed,Pale throated sloth,4.79,3.397
8.427,least concern,49.907,three toed,Pale throated sloth,4.473,5.264
7.076,least concern,49.276,three toed,Pale throated sloth,5.612,6.35
7.071,least concern,49.912,three toed,Pale throated sloth,5.395,2.828
6.656,least concern,48.806,three toed,Pale throated sloth,3.861,4.457
7.67,least concern,49.409,three toed,Pale throated sloth,6.823,4.012
7.873,least concern,50.355,three toed,Pale throated sloth,3.337,3.816
8.954,least concern,49.695,three toed,Pale throated sloth,4.228,4.169
7.182,least concern,48.685,three toed,Pale throated sloth,4.489,4.637
7.638,least concern,50.415,three toed,Pale throated sloth,4.471,5.893
7.989,least concern,49.042,three toed,Pale throated sloth,4.661,2.423
7.465,least concern,49.466,three toed,Pale throated sloth,4.899,5.427
5.785,least concern,50.179,three toed,Pale throated sloth,5.373,5.33
8.348,least concern,50.761,three toed,Pale throated sloth,6.087,3.201
6.147,least concern,48.85,three toed,Pale throated sloth,4.616,4.816
6.311,least concern,48.775,three toed,Pale throated sloth,5.2,4.73
8.875,least concern,49.806,three toed,Pale throated sloth,5.411,3.386
7.027,least concern,50.433,three toed,Pale throated sloth,3.395,2.991
9.703,least concern,48.409,three toed,Pale throated sloth,5.261,5.192
6.395,least concern,49.396,three toed,Pale throated sloth,3.743,5.582
7.19,least concern,49.792,three toed,Pale throated sloth,3.457,6.373
6.437,least concern,50.286,three toed,Pale throated sloth,4.48,2.962
6.628,least concern,51.342,three toed,Pale throated sloth,4.273,5.853
7.939,least concern,48.522,three toed,Pale throated sloth,4.509,4.821
7.427,least concern,51.08,three toed,Pale throated sloth,4.654,3.169
7.304,least concern,50.539,three toed,Pale throated sloth,4.622,3.575
8.088,least concern,49.923,three toed,Pale throated sloth,3.524,5.633
8.262,least concern,49.094,three toed,Pale throated sloth,5.385,4.481
8.277,least concern,50.937,three toed,Pale throated sloth,5.415,4.063
6.79,least concern,50.034,three toed,Pale throated sloth,4.471,3.551
8.217,least concern,49.011,three toed,Pale throated sloth,3.533,6.121
7.915,least concern,49.682,three toed,Pale throated sloth,5.481,4.341
6.975,least concern,49.589,three toed,Pale throated sloth,5.65,5.019
6.368,least concern,48.698,three toed,Pale throated sloth,4.882,5.139
8.244,least concern,50.404,three toed,Pale throated sloth,5.039,4.688
7.12,least concern,49.59,three toed,Pale throated sloth,5.624,3.565
5.436,least concern,49.198,three toed,Pale throated sloth,4.637,2.895
7.84,least concern,49.813,three toed,Pale throated sloth,5.651,5.524
7.506,least concern,49.739,three toed,Pale throated sloth,5.804,5.731
7.237,least concern,49.743,three toed,Pale throated sloth,5.35,6.394
8.333,least concern,49.892,three toed,Pale throated sloth,5.014,4.475
8.399,least concern,50.957,three toed,Pale throated sloth,5.059,5.248
7.102,least concern,50.392,three toed,Pale throated sloth,4.221,1.223
6.349,least concern,49.126,three toed,Pale throated sloth,6.462,4.706
6.365,least concern,50.907,three toed,Pale throated sloth,4.677,4.767
6.01,least concern,51.132,three toed,Pale throated sloth,3.793,3.221
7.292,least concern,49.677,three toed,Pale throated sloth,4.784,7.667
8.154,least concern,50.899,three toed,Pale throated sloth,6.471,5.628
7.195,least concern,49.905,three toed,Pale throated sloth,4.855,5.737
7.526,least concern,50.524,three toed,Pale throated sloth,4.835,4.733
8.227,least concern,49.78,three toed,Pale throated sloth,5.286,4.453
6.63,least concern,50.966,three toed,Pale throated sloth,4.724,4.454
7.284,least concern,47.19,three toed,Pale throated sloth,4.925,3.016
9.105,least concern,49.361,three toed,Pale throated sloth,4.133,4.364
7.678,least concern,50.434,three toed,Pale throated sloth,3.955,2.235
8.037,least concern,50.567,three toed,Pale throated sloth,4.931,4.484
8.72,least concern,50.188,three toed,Pale throated sloth,4.513,5.12
6.879,least concern,49.733,three toed,Pale throated sloth,4.356,4.432
8.096,least concern,50.031,three toed,Pale throated sloth,4.451,3.427
5.599,least concern,50.751,three toed,Pale throated sloth,7.158,3.805
8.564,least concern,50.884,three toed,Pale throated sloth,4.568,3.667
7.173,least concern,51.386,three toed,Pale throated sloth,3.617,4.074
7.228,least concern,48.849,three toed,Pale throated sloth,6.082,5.65
8.149,least concern,49.721,three toed,Pale throated sloth,5.798,4.368
6.77,least concern,50.642,three toed,Pale throated sloth,4.751,5.585
7.676,least concern,50.016,three toed,Pale throated sloth,4.654,4.521
9.855,least concern,51.121,three toed,Pale throated sloth,5.573,5.834
8.131,least concern,48.201,three toed,Pale throated sloth,5.955,3.615
7.6,least concern,50.77,three toed,Pale throated sloth,5.853,4.189
5.925,least concern,50.485,three toed,Pale throated sloth,4.806,3.348
7.247,least concern,47.991,three toed,Pale throated sloth,5.58,2.01
6.804,least concern,49.416,three toed,Pale throated sloth,5.15,5.286
7.602,least concern,47.146,three toed,Pale throated sloth,5.352,4.666
8.199,least concern,50.137,three toed,Pale throated sloth,3.863,5.702
7.971,least concern,49.577,three toed,Pale throated sloth,5.141,5.386
7.441,least concern,49.113,three toed,Pale throated sloth,3.876,4.388
7.636,least concern,49.203,three toed,Pale throated sloth,3.855,2.196
8.602,least concern,49.875,three toed,Pale throated sloth,4.155,4.945
7.924,least concern,50.065,three toed,Pale throated sloth,5.777,6.477
7.817,least concern,49.692,three toed,Pale throated sloth,4.443,5.919
6.463,least concern,49.462,three toed,Pale throated sloth,3.57,4.107
7.841,least concern,49.025,three toed,Pale throated sloth,5.924,5.713
8.826,least concern,48.108,three toed,Pale throated sloth,4.337,1.932
8.216,least concern,52.451,three toed,Pale throated sloth,4.374,3.395
7.365,least concern,50.171,three toed,Pale throated sloth,4.151,5.993
6.655,least concern,50.346,three toed,Pale throated sloth,6.245,7.477
7.608,least concern,48.942,three toed,Pale throated sloth,6.668,5.754
7.605,least concern,50.018,three toed,Pale throated sloth,4.619,6.303
6.684,least concern,48.969,three toed,Pale throated sloth,4.828,3.801
8.883,least concern,49.799,three toed,Pale throated sloth,3.843,3.168
8.133,least concern,50.258,three toed,Pale throated sloth,5.785,6.544
7.298,least concern,48.321,three toed,Pale throated sloth,6.438,5.045
6.956,least concern,48.481,three toed,Pale throated sloth,4.493,4.841
8.616,least concern,50.394,three toed,Pale throated sloth,4.83,4.566
8.132,least concern,49.726,three toed,Pale throated sloth,4.1,5.707
6.904,least concern,51.864,three toed,Pale throated sloth,6.35,5.664
6.217,least concern,50.666,three toed,Pale throated sloth,5.743,6.01
7.056,least concern,48.578,three toed,Pale throated sloth,4.815,4.441
9.32,least concern,51.833,three toed,Pale throated sloth,6.294,4.48
7.597,least concern,50.453,three toed,Pale throated sloth,4.986,5.537
7.66,least concern,51.37,three toed,Pale throated sloth,4.157,5.756
8.4,least concern,51.659,three toed,Pale throated sloth,4.965,4.883
6.273,least concern,48.753,three toed,Pale throated sloth,5.281,4.644
8.368,least concern,49.961,three toed,Pale throated sloth,4.866,5.024
7.5,least concern,49.889,three toed,Pale throated sloth,5.614,5.433
8.257,least concern,48.459,three toed,Pale throated sloth,5.235,3.946
6.488,least concern,48.601,three toed,Pale throated sloth,5.873,3.868
6.663,least concern,50.533,three toed,Pale throated sloth,5.826,5.527
5.352,least concern,49.778,three toed,Pale throated sloth,4.414,5.591
9.049,least concern,50.49,three toed,Pale throated sloth,5.599,5.241
5.973,least concern,50.266,three toed,Pale throated sloth,4.048,5.122
7.015,least concern,50.936,three toed,Pale throated sloth,5.716,6.678
7.157,least concern,48.89,three toed,Pale throated sloth,4.398,2.567
7.464,least concern,50.037,three toed,Pale throated sloth,5.574,5.303
5.784,least concern,51.357,three toed,Pale throated sloth,5.987,3.449
6.949,least concern,50.666,three toed,Pale throated sloth,4.129,3.045
6.718,least concern,51.1,three toed,Pale throated sloth,5.002,4.323
10.39,least concern,47.538,three toed,Pale throated sloth,5.479,3.811
6.607,least concern,50.555,three toed,Pale throated sloth,4.936,5.331
7.278,least concern,49.187,three toed,Pale throated sloth,5.877,4.011
6.372,least concern,52.389,three toed,Pale throated sloth,5.167,5.606
8.965,least concern,50.032,three toed,Pale throated sloth,4.276,4.316
7.415,least concern,51.528,three toed,Pale throated sloth,4.98,3.96
7.175,least concern,50.015,three toed,Pale throated sloth,5.908,3.087
5.702,least concern,49.413,three toed,Pale throated sloth,5.829,5.404
5.768,least concern,49.044,three toed,Pale throated sloth,5.291,6.327
4.444,least concern,49.956,three toed,Pale throated sloth,4.225,5.512
6.908,least concern,51.543,three toed,Pale throated sloth,4.676,5.884
6.511,least concern,48.541,three toed,Pale throated sloth,5.395,4.939
9.056,least concern,50.818,three toed,Pale throated sloth,5.274,5.941
6.422,least concern,50.94,three toed,Pale throated sloth,4.612,4.553
7.552,least concern,49.493,three toed,Pale throated sloth,3.196,5.106
7.338,least concern,50.529,three toed,Pale throated sloth,4.572,5.904
7.175,least concern,50.565,three toed,Pale throated sloth,7.134,5.978
5.837,least concern,50.305,three toed,Pale throated sloth,3.804,3.65
6.055,least concern,52.504,three toed,Pale throated sloth,4.736,3.709
5.69,least concern,50.194,three toed,Pale throated sloth,4.101,6.22
7.352,least concern,48.294,three toed,Pale throated sloth,5.629,5.842
9.156,least concern,49.117,three toed,Pale throated sloth,4.416,5.997
8.115,least concern,50.24,three toed,Pale throated sloth,5.674,4.699
7.961,least concern,50.749,three toed,Pale throated sloth,5.026,2.396
8.181,least concern,49.715,three toed,Pale throated sloth,6.036,5.596
8.898,least concern,50.73,three toed,Pale throated sloth,6.06,5.12
6.915,least concern,49.996,three toed,Pale throated sloth,6.179,4.577
6.779,least concern,50.986,three toed,Pale throated sloth,4.714,6.375
7.118,least concern,50.371,three toed,Pale throated sloth,5.557,5.08
7.166,least concern,49.701,three toed,Pale throated sloth,5.033,4.137
8.398,least concern,49.191,three toed,Pale throated sloth,3.745,3.151
7.891,least concern,48.442,three toed,Pale throated sloth,4.397,5.008
6.779,least concern,50.614,three toed,Pale throated sloth,5.846,3.365
7.437,least concern,50.808,three toed,Pale throated sloth,7.664,5.615
7.193,least concern,51.742,three toed,Pale throated sloth,5.097,5.162
10.117,least concern,49.958,three toed,Pale throated sloth,6.19,3.72
7.773,least concern,50.395,three toed,Pale throated sloth,5.91,4.682
6.654,least concern,49.698,three toed,Pale throated sloth,4.553,3.95
7.886,least concern,49.192,three toed,Pale throated sloth,3.969,5.53
5.722,least concern,51.121,three toed,Pale throated sloth,3.782,4.993
6.724,least concern,49.078,three toed,Pale throated sloth,3.094,4.726
7.622,least concern,50.36,three toed,Pale throated sloth,4.064,5.079
6.457,least concern,49.628,three toed,Pale throated sloth,4.461,4.173
8.276,least concern,49.896,three toed,Pale throated sloth,5.771,6.17
7.147,least concern,51.293,three toed,Pale throated sloth,5.761,4.892
8.292,least concern,50.551,three toed,Pale throated sloth,4.141,6.337
6.751,least concern,50.677,three toed,Pale throated sloth,4.271,3.921
7.588,least concern,51.863,three toed,Pale throated sloth,4.149,3.945
8.703,least concern,52.135,three toed,Pale throated sloth,3.49,4.383
5.766,least concern,49.0,three toed,Pale throated sloth,4.219,4.884
8.506,least concern,49.251,three toed,Pale throated sloth,4.144,6.506
9.071,least concern,50.495,three toed,Pale throated sloth,4.807,5.194
6.32,least concern,48.824,three toed,Pale throated sloth,5.502,2.641
7.931,least concern,50.211,three toed,Pale throated sloth,5.067,5.312
7.33,least concern,50.108,three toed,Pale throated sloth,5.955,5.007
7.338,least concern,51.015,three toed,Pale throated sloth,4.652,4.37
6.968,least concern,49.156,three toed,Pale throated sloth,5.496,3.76
6.501,least concern,51.487,three toed,Pale throated sloth,5.05,5.375
8.431,least concern,50.245,three toed,Pale throated sloth,3.879,4.256
8.294,least concern,50.347,three toed,Pale throated sloth,5.441,3.632
6.745,least concern,49.661,three toed,Pale throated sloth,4.369,5.884
5.86,least concern,49.863,three toed,Pale throated sloth,4.389,5.389
6.423,least concern,48.83,three toed,Pale throated sloth,5.401,3.169
5.215,least concern,49.473,three toed,Pale throated sloth,5.056,3.886
6.416,least concern,50.135,three toed,Pale throated sloth,3.733,4.086
9.229,least concern,48.123,three toed,Pale throated sloth,5.548,4.526
8.679,least concern,48.005,three toed,Pale throated sloth,4.543,3.939
9.677,least concern,49.111,three toed,Pale throated sloth,4.829,4.874
7.511,least concern,49.463,three toed,Pale throated sloth,5.608,3.468
9.276,least concern,50.115,three toed,Pale throated sloth,4.87,5.652
7.735,least concern,49.51,three toed,Pale throated sloth,3.121,5.145
7.246,least concern,49.399,three toed,Pale throated sloth,5.496,5.942
7.555,least concern,50.802,three toed,Pale throated sloth,5.16,6.317
8.022,least concern,50.327,three toed,Pale throated sloth,4.017,4.549
7.692,least concern,50.774,three toed,Pale throated sloth,3.01,6.127
6.644,least concern,49.654,three toed,Pale throated sloth,4.953,4.057
7.745,least concern,50.346,three toed,Pale throated sloth,6.631,3.981
4.929,least concern,49.379,three toed,Pale throated sloth,5.648,4.754
7.108,least concern,49.305,three toed,Pale throated sloth,5.682,4.262
8.139,least concern,49.842,three toed,Pale throated sloth,4.522,3.574
7.43,least concern,47.35,three toed,Pale throated sloth,3.264,4.39
8.078,least concern,49.279,three toed,Pale throated sloth,4.43,5.981
7.641,least concern,50.406,three toed,Pale throated sloth,6.781,6.358
8.022,least concern,50.643,three toed,Pale throated sloth,6.251,3.827
6.719,least concern,50.151,three toed,Pale throated sloth,4.976,5.01
10.138,least concern,49.534,three toed,Pale throated sloth,3.714,5.052
7.445,least concern,50.41,three toed,Pale throated sloth,5.08,4.2
7.068,least concern,51.746,three toed,Pale throated sloth,5.049,5.014
7.665,least concern,48.797,three toed,Pale throated sloth,3.048,5.546
8.834,least concern,51.36,three toed,Pale throated sloth,5.006,3.049
7.701,least concern,50.302,three toed,Pale throated sloth,6.119,4.134
8.472,least concern,50.725,three toed,Pale throated sloth,5.052,3.489
8.264,least concern,51.388,three toed,Pale throated sloth,6.282,4.688
8.245,least concern,49.46,three toed,Pale throated sloth,4.69,4.938
9.542,least concern,50.08,three toed,Pale throated sloth,5.436,4.126
7.146,least concern,51.245,three toed,Pale throated sloth,4.886,5.393
8.682,least concern,50.116,three toed,Pale throated sloth,3.925,4.927
7.421,least concern,49.463,three toed,Pale throated sloth,5.948,5.155
6.176,least concern,50.134,three toed,Pale throated sloth,3.332,3.54
7.772,least concern,50.637,three toed,Pale throated sloth,4.008,5.484
